id,click,hour,C1,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21
18811707,1.762149803812366e+19,0,14102515,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c812d80d,d17a0181,1,0,17614,320,50,1993,2,1063,100084,33
26218061,1.7447789367847434e+19,0,14102717,1005,0,ee8b8550,f415c8a8,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b410fef6,36b67a2a,1,0,22685,320,50,2619,1,163,-1,71
5477586,5.874086624536541e+18,0,14102207,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,a1a10275,f39b265e,1,0,21725,320,50,2502,0,35,100084,221
11527417,1.0471431954595983e+18,0,14102312,1005,1,3281baa7,61eac15d,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,73317eba,33bdf92e,1,0,20251,320,50,2323,0,687,100081,48
34309786,1.7083046134656315e+18,0,14102911,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,d14c66b1,981edffc,1,3,21191,320,50,2424,1,175,100193,71
33836485,1.0522276797212854e+19,0,14102909,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ad5a42c6,0eb711ec,1,0,4687,320,50,423,2,39,100148,32
17356715,1.5405953303089152e+19,0,14102508,1005,1,f9e1a388,a3024024,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,907817db,44c701de,1,0,16615,320,50,1863,3,39,-1,23
26071900,6.220386007558155e+18,1,14102716,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,a358e13f,eec78f77,1,0,20093,300,250,2295,2,35,100075,23
21741019,1.239946806230557e+19,0,14102611,1005,0,6ec06dbd,d262cf1e,f66779e6,ecad2386,7801e8d9,07d7df22,a99f214a,40a35b97,5096d134,1,0,22587,320,50,2606,3,33,100004,61
37141553,5.922559762134688e+18,0,14103005,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,9d3b1d26,be6db1d7,1,0,22815,320,50,2647,2,39,100148,23
17832666,1.105285862499531e+19,0,14102511,1005,0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,43bac56c,983c5b8b,76dc4769,1,0,17017,320,50,1873,3,39,-1,23
12511790,1.7941388885561879e+19,0,14102317,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,0e8cec03,76015693,a5bce124,1,0,1038,320,50,178,3,1327,100013,15
29807341,1.3990010561995395e+18,0,14102813,1005,1,e8f79e60,c4342784,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2badf57e,8a4875bd,1,0,23100,320,50,2526,0,167,100074,221
37871858,6.694209137121978e+18,0,14103009,1005,1,85f751fd,c4e18dd6,50e219e0,1dc72b4d,2347f47a,0f2161f8,63a0c31f,95cf9e3d,711ee120,1,0,23379,300,50,2681,1,419,-1,212
3614241,7.234992956255258e+18,1,14102118,1002,0,48b4dcd3,0dd58a92,50e219e0,ecad2386,7801e8d9,07d7df22,1624ad58,b2c96910,766b28b3,0,0,19665,320,50,2253,2,303,-1,52
31880780,1.7577803788867387e+19,0,14102820,1005,0,85f751fd,c4e18dd6,50e219e0,8b89048f,2347f47a,cef3e649,39b48786,b647aac7,6ace76b8,1,2,22954,320,50,2654,3,38,-1,23
8814915,9.91385362524881e+18,0,14102218,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,009a7861,f60c2fd3,1,0,9478,320,50,906,3,1451,100156,61
11806604,6.846848669409339e+18,0,14102313,1005,1,85f751fd,c4e18dd6,50e219e0,d644e4e7,2347f47a,0f2161f8,a99f214a,d77a16ee,d787e91b,1,0,20632,320,50,2374,3,39,-1,23
34344419,4.0463733457468037e+18,0,14102911,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,dbafea1d,981edffc,1,3,21191,320,50,2424,1,175,100192,71
28073728,9.098211791162272e+18,0,14102806,1005,1,b7e9786d,b12b9f85,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ad29b678,8f5c9827,1,0,19771,320,50,2227,0,935,100077,48
34868013,1.5910510524984263e+19,0,14102914,1005,1,57ef2c87,bd6d812f,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a91e17c9,64a7b95b,1,0,17894,320,50,2039,2,39,100077,32
31330889,7.686748025086233e+18,0,14102817,1005,0,85f751fd,c4e18dd6,50e219e0,73206397,2347f47a,8ded1f7a,ea04480e,0c21b1ce,764415ab,1,0,23144,320,50,2665,0,35,-1,221
38164957,1.290223077247004e+19,0,14103011,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,9fca4b92,8a4875bd,1,0,15699,320,50,1722,0,35,-1,79
18986668,1.3623437439776231e+19,0,14102516,1005,0,bb4524e7,d733bbc3,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,d74cbbee,d6b5c09e,1,2,17212,320,50,1887,3,39,-1,23
13634112,1.0203855020869077e+19,1,14102403,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,26aad507,84ebbcd4,1,0,20019,300,250,2286,3,39,100077,23
5111176,1.4720115191858696e+19,0,14102206,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,599dd625,be87996b,1,2,21726,320,50,2502,0,35,-1,221
5220764,4.4238157515277317e+18,0,14102206,1005,0,85f751fd,c4e18dd6,50e219e0,897f9fee,bb6bcbae,d1327cf5,cc5f8f88,bc7296fd,5347522c,1,2,21793,728,90,2513,3,35,-1,68
14115820,1.2907591554746362e+19,0,14102406,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,59b184d4,7d3e1d39,1,0,21961,320,50,2520,2,34,-1,90
19556106,1.118522511404273e+19,0,14102519,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,0b488f36,8038c9be,04f5b394,1,0,16615,320,50,1863,3,39,-1,23
9243744,8.101104875662468e+18,0,14102221,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,af62faf4,3bb1ddd7,1,0,9478,320,50,906,3,1451,100156,61
604097,5.421310732914304e+18,0,14102103,1005,1,43d6df75,27e3c518,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,b9e212c8,4af5f36a,1,0,21614,216,36,2481,3,297,100111,61
6295495,9.799527539650744e+18,0,14102209,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,2d6105ff,ae438a92,ecb851b2,1,0,456,320,50,122,3,1319,-1,15
31774070,7.572400435424461e+18,0,14102819,1005,0,6256f5b4,28f93029,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,3208fc76,0b188ab3,1,0,16615,320,50,1863,3,39,-1,23
22660084,1.051822617091503e+19,0,14102615,1005,0,06a0ac14,77c8e77d,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,8fd9720a,be6db1d7,1,0,16208,320,50,1800,3,167,-1,23
3371461,1.5449301815723966e+19,0,14102117,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,1e6c0567,36d749e5,1,0,21759,320,50,2502,0,35,-1,221
7051586,6.799324250687486e+18,0,14102211,1005,0,bb4524e7,d733bbc3,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,7b1e37ad,eba9519f,1,0,21768,320,50,2506,0,35,100076,157
45729,1.6363128726360463e+19,0,14102100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,22e1481e,a0f5f879,1,0,15699,320,50,1722,0,35,-1,79
15222404,7.585892662024881e+18,0,14102412,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,129f9545,c6263d8a,1,0,15702,320,50,1722,0,35,-1,79
16600564,6.628677260847952e+18,0,14102420,1005,0,85f751fd,c4e18dd6,50e219e0,53c5dffc,d9b5648e,0f2161f8,a99f214a,11872378,99e427c9,1,0,20392,320,50,2340,0,41,100111,159
18258431,1.255709390010658e+19,0,14102513,1002,0,61a8c644,948ff336,50e219e0,ecad2386,7801e8d9,07d7df22,7fa7bb9e,211f96b8,cf6e17c1,0,0,21789,320,50,2512,2,291,-1,52
33768421,4.884565553517197e+18,0,14102908,1005,1,791b5571,fd13bc73,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d68d6be6,e1825cf2,1,0,19771,320,50,2227,0,935,100074,48
3713430,3.664583613533973e+18,1,14102119,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6cc1b121,2203a096,1,0,21724,320,50,2502,0,35,100084,221
36001871,6.589817478640744e+17,0,14102921,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,56704f4a,ef726eae,1,0,23728,320,50,2717,2,47,-1,23
17498646,1.379953816476184e+19,0,14102509,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,930ec31d,f60c2fd3,1,0,22288,320,50,2572,3,297,100156,42
13242069,1.0264689622493655e+18,0,14102323,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,64d5f8f2,0eb711ec,1,0,15704,320,50,1722,0,35,100083,79
35012391,1.000054880694631e+18,0,14102915,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,dd4db381,d787e91b,1,0,15706,320,50,1722,0,35,100084,79
24881070,1.321630433975421e+19,1,14102708,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,67af2882,2203a096,1,0,15705,320,50,1722,0,35,100083,79
12908940,1.2963880251573879e+19,0,14102320,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,ba218dcf,ca2036cf,744ae245,1,0,4687,320,50,423,2,39,100148,32
25259832,8.965925596279009e+18,0,14102710,1002,0,2e402bc9,fd0fa362,50e219e0,ecad2386,7801e8d9,07d7df22,62297ad8,b416e06d,5c9b9bba,0,0,17081,320,50,1921,3,47,100075,23
38389340,1.284707256666376e+19,1,14103012,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,eef291d0,84ebbcd4,1,0,17653,300,250,1994,2,39,-1,33
445909,8.570423717486638e+18,0,14102102,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,af4a9787,93347b0a,1,0,17014,320,50,1872,3,39,-1,23
32274159,1.1497448642612324e+19,1,14102823,1005,0,85f751fd,c4e18dd6,50e219e0,73206397,2347f47a,8ded1f7a,d7f57afd,3a22aa33,bc8f5d71,1,0,23144,320,50,2665,0,35,-1,221
7713538,2.5947206414790784e+18,0,14102213,1005,0,85f751fd,c4e18dd6,50e219e0,39947756,2347f47a,cef3e649,9f775de6,c832c9fe,ff2a3543,1,3,21768,320,50,2506,0,35,100021,157
32593906,9.818585292218497e+18,0,14102901,1005,1,b8eae5f9,1e334bd3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,728b03aa,0eb711ec,1,0,22683,320,50,2528,0,39,100075,221
27224969,1.8596042840605658e+18,0,14102801,1005,0,85f751fd,c4e18dd6,50e219e0,95eaf2fe,d9b5648e,f95efa07,a99f214a,118667c3,22fb7d04,1,0,9236,320,50,863,3,169,100105,61
39091046,9.102144784137907e+18,1,14103014,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,ddc8c61e,6d44e29a,1,0,23161,320,50,2667,0,47,-1,221
29034075,1.7641710600180367e+19,0,14102810,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,c4ab54a4,0fadd2fe,1,0,22676,320,50,2616,0,35,100084,51
24734588,1.4854357330700218e+19,0,14102707,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,87d27f0e,a5bce124,1,0,20108,320,50,2299,2,1327,-1,52
27782229,1.6380247536232933e+19,0,14102805,1005,0,6399eda6,968765cd,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,78dbc03d,76dc4769,1,0,22683,320,50,2528,0,39,100076,221
12274652,1.1577215017467654e+19,1,14102316,1005,0,85f751fd,c4e18dd6,50e219e0,98fed791,d9b5648e,0f2161f8,a99f214a,39c83eb2,aad45b01,1,0,20277,320,50,2281,3,47,100181,42
23202885,6.199373264365539e+18,0,14102617,1012,0,85f751fd,c4e18dd6,50e219e0,3692fd30,7801e8d9,07d7df22,a99f214a,5a45e352,aad45b01,1,0,19743,320,50,2264,3,427,100000,61
26606499,1.6010562546658259e+19,0,14102719,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,31466a03,0eb711ec,1,0,20108,320,50,2299,2,1327,-1,52
22283811,1.7026452192793422e+19,0,14102613,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,bc13b852,496515fa,1,3,21189,320,50,2424,1,161,100190,71
6380814,1.301424964674062e+19,0,14102210,1005,0,9e8cf15d,0d3cb7be,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,758df964,ad0177e7,1,0,21770,320,50,2507,0,35,100083,157
36571505,4.876464208008484e+18,0,14103003,1002,0,3256701e,f89fb0e2,50e219e0,ecad2386,7801e8d9,07d7df22,52e70eb7,843d290f,f8f9e526,0,0,6563,320,50,572,2,39,-1,32
6199648,6.245575049679527e+18,0,14102209,1005,0,d6137915,bb1ef334,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,dd83bcca,05e70df4,1,0,16920,320,50,1899,0,431,100081,117
9612037,3.583685778475833e+18,0,14102301,1002,0,acc6cd52,a53257d3,50e219e0,ecad2386,7801e8d9,07d7df22,a99f214a,610e38cf,d5fbe357,0,0,7024,320,50,549,3,39,100106,23
40139728,1.1157130394254707e+19,1,14103021,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,7b19d296,1f0bc64f,1,0,20634,320,50,2374,3,39,-1,23
24396744,1.5020928120872563e+19,1,14102705,1005,0,4bf5bbe2,6b560cc1,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,b84b995e,109f35ad,1,0,16859,320,50,1887,3,39,100194,23
24868793,1.1974362101909933e+17,1,14102708,1002,0,85f751fd,c4e18dd6,50e219e0,4e02fbd3,7801e8d9,07d7df22,f4c7f149,cecd32d5,43e7b962,0,0,22672,320,50,2615,0,303,100111,70
19488429,4.911142056766711e+17,0,14102518,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,f779318d,496515fa,1,3,21189,320,50,2424,1,161,100193,71
10525307,1.5149357503815385e+19,0,14102306,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,40f4e332,f37ed101,1,0,22102,320,50,2545,0,35,100083,221
483097,1.1644836979227886e+19,0,14102103,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,1b28fa36,258601f8,1,0,15707,320,50,1722,0,35,-1,79
36002775,6.748684749942809e+18,0,14102921,1005,0,6256f5b4,28f93029,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,f46f0a98,03683bd4,1,0,23368,320,50,2680,3,815,100156,42
38530394,5.662592795176565e+18,0,14103012,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,3426b14a,5096d134,1,2,23224,320,50,2676,0,299,100176,221
7595446,1.3142622685424755e+19,1,14102213,1005,0,85f751fd,c4e18dd6,50e219e0,a5184c22,b8d325c3,0f2161f8,a99f214a,095c86b6,7ac6007f,1,2,21768,320,50,2506,0,35,-1,157
8143198,2.3192472696388316e+18,0,14102215,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,42495728,553f099b,1,0,15703,320,50,1722,0,35,100084,79
597721,4.88613213844834e+18,0,14102103,1005,0,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,7ffa5657,c144e605,1,0,15707,320,50,1722,0,35,-1,79
33254406,9.65138452323182e+18,0,14102905,1005,1,faf9c1c2,c8223ee3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,4e007ae9,b632ed6a,1,0,20007,320,50,2283,0,163,100076,95
9956849,8.28972634047038e+17,1,14102303,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,68d0c5a2,8565c5ff,034b811d,1,0,1037,320,50,178,3,1327,-1,15
40282504,1.631031032265588e+18,0,14103022,1005,0,85f751fd,c4e18dd6,50e219e0,d36838b1,0e8616ad,0f2161f8,a99f214a,de348559,aaffed8f,1,0,23866,320,50,2736,0,33,100170,246
33633055,1.0323904870964634e+19,0,14102908,1005,1,e8f79e60,c4342784,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,856f3ea1,f1937c53,1,0,6563,320,50,572,2,39,-1,32
33142496,1.21435721793899e+19,0,14102905,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,3fcc5754,d787e91b,1,2,23222,320,50,2676,0,35,100176,221
2474136,1.1836475759369617e+19,0,14102112,1005,0,6399eda6,968765cd,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1466bfc9,a0f5f879,1,0,20386,320,50,2338,0,35,100079,79
20231491,1.8080928610345148e+19,0,14102602,1005,0,83a0ad1a,5c9ae867,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,82c0bc02,330221b0,1,0,17212,320,50,1887,3,39,-1,23
34103996,1.647652958948869e+19,0,14102910,1010,1,85f751fd,c4e18dd6,50e219e0,03a08c3f,7801e8d9,0f2161f8,92c51f49,264ddb08,bf83adaa,4,3,15705,320,50,1722,0,35,100084,79
17663210,1.2318393373485158e+19,0,14102510,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,67978aa2,aa9d61b2,be74e6fe,1,0,20634,320,50,2374,3,39,-1,23
25843738,1.2352062614391753e+19,1,14102715,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,6521259e,4395dba6,1,0,17747,320,50,1974,2,39,-1,33
21246522,6.657496846376849e+18,0,14102608,1005,0,6256f5b4,28f93029,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,5efcc395,6715887e,1,0,21273,320,50,2443,2,39,-1,23
21157207,1.5383238784682648e+19,0,14102608,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,1dffd2a1,9dbfab87,ab169851,1,0,20632,320,50,2374,3,39,100210,23
18467430,1.053551695000224e+19,0,14102514,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d77b6977,1b13b020,1,0,20391,320,50,2340,3,41,100111,159
33636668,1.0614951384013945e+19,0,14102908,1005,1,ce3307ec,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d90a7774,bb2ea497,1,0,23368,320,50,2680,3,815,100156,42
16652044,1.7469231348322916e+19,0,14102423,1002,0,383f4a51,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,ad71385f,37efc123,0e88538f,0,0,19665,320,50,2253,2,303,-1,52
24225260,1.1943543205682147e+19,0,14102704,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,77995b9a,d787e91b,1,0,22561,320,50,1863,3,39,-1,23
13266552,1.4753331822910538e+19,0,14102323,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d2c375dd,1f0bc64f,1,0,21678,320,50,2495,2,167,-1,23
3135992,9.32179007187315e+18,0,14102115,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,771cd2c8,78d9bd10,1,0,17654,300,250,1994,2,39,-1,33
14418806,8.272016101606209e+18,0,14102407,1005,0,30cf412d,786f8ba6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,620490cc,1f0bc64f,1,0,21274,320,50,2443,2,39,-1,23
1013039,1.5532559038992712e+19,0,14102105,1005,0,85f751fd,c4e18dd6,50e219e0,e2a1ca37,2347f47a,8ded1f7a,1283fdd4,794d3f44,cd5b1559,1,2,21647,320,50,2487,1,547,100041,51
76998,4.1090394493715866e+18,0,14102100,1005,0,3b7a7918,bfea62dc,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,f6631364,1f0bc64f,1,0,20352,320,50,2333,0,39,-1,157
22108869,4.822638195992695e+18,0,14102612,1005,0,85f751fd,c4e18dd6,50e219e0,576ea112,2347f47a,0f2161f8,a99f214a,93cd9cf0,7ac6007f,1,2,18856,320,50,1882,3,35,100155,13
11844628,1.0654198255333945e+19,1,14102314,1005,0,6d99ad8b,bdd7adc2,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,8c558bfb,a0f5f879,1,0,20362,320,50,2333,0,39,-1,157
2776401,8.600052722730042e+17,0,14102113,1005,0,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,42bc67b4,8a4875bd,1,0,21763,320,50,2502,0,35,-1,221
33247076,8.71023689232495e+17,0,14102905,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,c01b7ebe,5096d134,1,2,23224,320,50,2676,0,35,100176,221
10484117,1.0202792622043675e+19,1,14102306,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,97d64a56,fd63f331,be6db1d7,1,0,1037,320,50,178,3,1327,100148,15
34746899,6.439395117676429e+18,0,14102913,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,28e71df5,c6263d8a,1,0,15702,320,50,1722,0,35,-1,79
26287915,5.822570812758919e+18,0,14102717,1002,0,fa95a630,e279a4d6,50e219e0,ecad2386,7801e8d9,07d7df22,38c8254a,d4fa0014,7893d89e,0,0,22701,320,50,2624,0,35,100075,221
31817668,1.1396483058577997e+18,0,14102820,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,c7f74c13,8a4875bd,1,0,15704,320,50,1722,0,35,100084,79
12917928,1.4090665525184498e+19,0,14102320,1005,0,fec6e632,ace5b8fd,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,ecde03a4,ecb851b2,1,0,17239,320,50,1973,3,39,100148,23
3051771,1.8006030271464526e+19,0,14102115,1005,0,e3c09f3a,d262cf1e,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,1953b944,3371dfeb,1,0,6563,320,50,572,2,39,-1,32
14026186,4.100567008742209e+18,1,14102405,1005,0,85f751fd,c4e18dd6,50e219e0,387bdb33,2347f47a,0f2161f8,27b618e3,bf2f7567,737e5d8b,1,3,15702,320,50,1722,0,35,100083,79
385535,3.743321584666981e+18,0,14102102,1005,1,5ee41ff2,17d996e6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,67ababce,76dc4769,1,0,16920,320,50,1899,0,431,100075,117
31351724,8.919648521179842e+18,0,14102817,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,6394f6f6,f60c2fd3,1,0,23368,320,50,2680,3,815,100156,42
18459714,1.0009298105669054e+17,1,14102514,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,41625160,a8d2c4cf,1,0,15705,320,50,1722,0,35,100084,79
10626073,1.0514304219720874e+19,0,14102307,1005,0,85f751fd,c4e18dd6,50e219e0,bbcfa7a2,b9528b13,cef3e649,7cb74d7a,0968cb01,7abbbd5c,1,2,15706,320,50,1722,0,35,-1,79
10643650,1.2343951369892624e+19,0,14102307,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,39153fcd,20767c23,fa61e8fe,1,0,20633,320,50,2374,3,39,-1,23
34293514,1.540025608640208e+19,0,14102911,1010,1,85f751fd,c4e18dd6,50e219e0,b8875973,7801e8d9,0f2161f8,7b828308,cd32023a,2b127119,5,2,20282,728,90,2325,3,801,-1,42
31647836,1.3740512774152342e+19,0,14102819,1005,1,b7e9786d,b12b9f85,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,97daa1b2,76dc4769,1,0,22683,320,50,2528,0,39,100081,221
34216824,8.223520714567613e+18,0,14102910,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,0489ce3f,8a4875bd,1,0,15699,320,50,1722,0,35,-1,79
19980400,1.597188405974907e+19,0,14102523,1005,0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,a99f214a,a8cdf6ed,7abbbd5c,1,0,17016,320,50,1873,3,39,-1,23
21229999,5.19665061706815e+18,0,14102608,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,0503c349,ee007ad3,1,0,22224,320,50,2561,0,687,-1,51
37536292,8.614888217012894e+18,0,14103007,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,a2adb412,5e142e5b,1,0,23160,320,50,2667,0,35,-1,221
33339815,3.0111330543523456e+18,1,14102906,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,34329915,46d98882,1,0,19771,320,50,2227,0,935,-1,48
19259657,2.231804222643164e+18,1,14102517,1005,0,4bf5bbe2,6b560cc1,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,292b263e,6ac9eb05,1,0,20014,300,250,2284,3,39,-1,23
28984482,1.4469476327720368e+19,0,14102810,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,e86dc90b,d787e91b,1,3,23144,320,50,2665,0,35,100179,221
5301765,9.071079857756632e+18,0,14102206,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6b9769f2,a0f5f879,1,0,21762,320,50,2502,0,35,-1,221
33102291,7.597226245428901e+18,0,14102904,1005,0,c500f034,8f9e208d,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,67e3b756,0eb711ec,1,0,8330,320,50,761,3,175,100075,23
874710,7.042374874832103e+18,0,14102104,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,8a014cbb,ecb851b2,1,0,17586,320,50,1991,2,39,-1,33
26510846,6.839341373474494e+18,0,14102718,1002,0,e2d5b89a,1e0acfb4,50e219e0,ecad2386,7801e8d9,07d7df22,ea7968b1,3db90a2c,8debacdb,0,0,6563,320,50,572,2,39,-1,32
34576443,8.412073557644197e+18,1,14102912,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,a91f50b1,87e88f5e,be6db1d7,1,0,22814,320,50,2647,2,35,100148,23
4085064,1.8081003596850532e+19,0,14102123,1005,0,85f751fd,c4e18dd6,50e219e0,2a5a7c9d,2347f47a,0f2161f8,f570fa6e,dc321cf0,684581ce,1,3,20633,320,50,2374,3,39,-1,23
